termo,campanha,ad_group,impr,clicks,custo,ctr,conv,status,recomendacao,motivo
"cas xilol","[Busca] - Produtos Prioritários","Xileno e Xilol PA",1,0,0.00,0.00%,0,"EXCLUDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"cas1330 20 7","[Busca] - Produtos Prioritários","Xileno e Xilol PA",1,0,0.00,0.00%,0,"EXCLUDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"cola xilol","[Busca] - Produtos Prioritários","Xileno e Xilol PA",1,0,0.00,0.00%,0,"EXCLUDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"compra de reagentes quimicos","[Busca] - Produtos Prioritários","Xileno e Xilol PA",1,1,3.87,100.00%,0,"5","⚠️ MONITORAR","Ambíguo — avaliar manualmente"
"comprar xileno","[Busca] - Produtos Prioritários","Xileno e Xilol PA",1,0,0.00,0.00%,0,"ADDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"densidade do xilol","[Busca] - Produtos Prioritários","Xileno e Xilol PA",1,0,0.00,0.00%,0,"EXCLUDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"empresas de reagentes quimicos","[Busca] - Produtos Prioritários","Xileno e Xilol PA",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"ksilen","[Busca] - Produtos Prioritários","Xileno e Xilol PA",1,0,0.00,0.00%,0,"EXCLUDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"m p xileno","[Busca] - Produtos Prioritários","Xileno e Xilol PA",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"m xilol","[Busca] - Produtos Prioritários","Xileno e Xilol PA",1,0,0.00,0.00%,0,"EXCLUDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"materiais e reagentes","[Busca] - Produtos Prioritários","Xileno e Xilol PA",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"meta xilol","[Busca] - Produtos Prioritários","Xileno e Xilol PA",1,0,0.00,0.00%,0,"EXCLUDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"o que e xileno","[Busca] - Produtos Prioritários","Xileno e Xilol PA",1,0,0.00,0.00%,0,"EXCLUDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"o que é xileno","[Busca] - Produtos Prioritários","Xileno e Xilol PA",1,0,0.00,0.00%,0,"EXCLUDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"o que é xilol","[Busca] - Produtos Prioritários","Xileno e Xilol PA",1,0,0.00,0.00%,0,"EXCLUDED","JÁ NEGATIVADO","Adicionado em 22/04"
"o xileno","[Busca] - Produtos Prioritários","Xileno e Xilol PA",1,0,0.00,0.00%,0,"EXCLUDED","JÁ NEGATIVADO","Adicionado em 22/04"
"o xilol","[Busca] - Produtos Prioritários","Xileno e Xilol PA",1,0,0.00,0.00%,0,"EXCLUDED","JÁ NEGATIVADO","Adicionado em 22/04"
"ortoxileno","[Busca] - Produtos Prioritários","Xileno e Xilol PA",1,0,0.00,0.00%,0,"EXCLUDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"para xileno","[Busca] - Produtos Prioritários","Xileno e Xilol PA",1,0,0.00,0.00%,0,"EXCLUDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"paraxileno","[Busca] - Produtos Prioritários","Xileno e Xilol PA",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"produtos científicos","[Busca] - Produtos Prioritários","Xileno e Xilol PA",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"reagentes","[Busca] - Produtos Prioritários","Xileno e Xilol PA",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"reagentes de laboratorio","[Busca] - Produtos Prioritários","Xileno e Xilol PA",1,0,0.00,0.00%,0,"5","✅ ADICIONAR","Sinal positivo: "laboratorio""
"reagentes de laboratorio de quimica","[Busca] - Produtos Prioritários","Xileno e Xilol PA",1,0,0.00,0.00%,0,"5","✅ ADICIONAR","Sinal positivo: "laboratorio""
"reagentes de laboratório","[Busca] - Produtos Prioritários","Xileno e Xilol PA",1,0,0.00,0.00%,0,"5","✅ ADICIONAR","Sinal positivo: "laboratório""
"reagentes quimicos","[Busca] - Produtos Prioritários","Xileno e Xilol PA",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"solvente xilol precio","[Busca] - Produtos Prioritários","Xileno e Xilol PA",1,0,0.00,0.00%,0,"EXCLUDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"tolueno e xileno","[Busca] - Produtos Prioritários","Xileno e Xilol PA",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"tolueno puro","[Busca] - Produtos Prioritários","Xileno e Xilol PA",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"uso de xileno","[Busca] - Produtos Prioritários","Xileno e Xilol PA",1,0,0.00,0.00%,0,"EXCLUDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"venda de xilol","[Busca] - Produtos Prioritários","Xileno e Xilol PA",1,0,0.00,0.00%,0,"ADDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"xileni","[Busca] - Produtos Prioritários","Xileno e Xilol PA",1,0,0.00,0.00%,0,"EXCLUDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"xileno densidade","[Busca] - Produtos Prioritários","Xileno e Xilol PA",1,0,0.00,0.00%,0,"EXCLUDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"xileno e tolueno","[Busca] - Produtos Prioritários","Xileno e Xilol PA",1,0,0.00,0.00%,0,"EXCLUDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"xileno molecula","[Busca] - Produtos Prioritários","Xileno e Xilol PA",1,0,0.00,0.00%,0,"EXCLUDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"xileno o que é","[Busca] - Produtos Prioritários","Xileno e Xilol PA",1,0,0.00,0.00%,0,"EXCLUDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"xileno produto quimico","[Busca] - Produtos Prioritários","Xileno e Xilol PA",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"xileno quimica organica","[Busca] - Produtos Prioritários","Xileno e Xilol PA",1,0,0.00,0.00%,0,"EXCLUDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"xileno riscos à saúde","[Busca] - Produtos Prioritários","Xileno e Xilol PA",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"xileno sulfonato de sódio","[Busca] - Produtos Prioritários","Xileno e Xilol PA",1,0,0.00,0.00%,0,"EXCLUDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"xileno tolueno","[Busca] - Produtos Prioritários","Xileno e Xilol PA",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"xilol fispq","[Busca] - Produtos Prioritários","Xileno e Xilol PA",1,0,0.00,0.00%,0,"EXCLUDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"xilol histologia","[Busca] - Produtos Prioritários","Xileno e Xilol PA",1,0,0.00,0.00%,0,"ADDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"xilol molecula","[Busca] - Produtos Prioritários","Xileno e Xilol PA",1,0,0.00,0.00%,0,"EXCLUDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"xilol para que serve","[Busca] - Produtos Prioritários","Xileno e Xilol PA",1,0,0.00,0.00%,0,"EXCLUDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"xilol venda","[Busca] - Produtos Prioritários","Xileno e Xilol PA",1,0,0.00,0.00%,0,"ADDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"xylene chemical","[Busca] - Produtos Prioritários","Xileno e Xilol PA",1,0,0.00,0.00%,0,"EXCLUDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"xylenes cas number","[Busca] - Produtos Prioritários","Xileno e Xilol PA",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"xylol","[Busca] - Produtos Prioritários","Xileno e Xilol PA",1,0,0.00,0.00%,0,"EXCLUDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"densidade formaldeido","[Busca] - Produtos Prioritários","Formaldeído PA",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"diluir formol 37 para 10","[Busca] - Produtos Prioritários","Formaldeído PA",1,0,0.00,0.00%,0,"EXCLUDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"diluição formol 37 para 10","[Busca] - Produtos Prioritários","Formaldeído PA",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"fispq formol 37","[Busca] - Produtos Prioritários","Formaldeído PA",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"formaldeido comprar","[Busca] - Produtos Prioritários","Formaldeído PA",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"formaldeido pa","[Busca] - Produtos Prioritários","Formaldeído PA",1,1,3.55,100.00%,0,"5","⚠️ MONITORAR","Ambíguo — avaliar manualmente"
"formalina o que é","[Busca] - Produtos Prioritários","Formaldeído PA",1,0,0.00,0.00%,0,"EXCLUDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"formalina tamponada","[Busca] - Produtos Prioritários","Formaldeído PA",1,0,0.00,0.00%,0,"ADDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"formol 37 1000ml","[Busca] - Produtos Prioritários","Formaldeído PA",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"formol 37 fispq","[Busca] - Produtos Prioritários","Formaldeído PA",1,0,0.00,0.00%,0,"EXCLUDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"formol 37 preço","[Busca] - Produtos Prioritários","Formaldeído PA",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"formol 5 litros","[Busca] - Produtos Prioritários","Formaldeído PA",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"formol inibido 37 para que serve","[Busca] - Produtos Prioritários","Formaldeído PA",1,0,0.00,0.00%,0,"EXCLUDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"formol liquido puro","[Busca] - Produtos Prioritários","Formaldeído PA",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"formol litro","[Busca] - Produtos Prioritários","Formaldeído PA",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"formol para desinfecção","[Busca] - Produtos Prioritários","Formaldeído PA",1,0,0.00,0.00%,0,"5","❌ NEGATIVAR","Contém "sinfe""
"lifemold","[Busca] - Produtos Prioritários","Formaldeído PA",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"o que formaldeido","[Busca] - Produtos Prioritários","Formaldeído PA",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"o que é formalina","[Busca] - Produtos Prioritários","Formaldeído PA",1,0,0.00,0.00%,0,"EXCLUDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"bloco de parafina biopsia","[Busca] - Produtos Prioritários","Parafina Histológica",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"parafina de laboratorio","[Busca] - Produtos Prioritários","Parafina Histológica",1,0,0.00,0.00%,0,"ADDED","✅ ADICIONAR","Sinal positivo: "laboratorio""
"parafina leica","[Busca] - Produtos Prioritários","Parafina Histológica",1,0,0.00,0.00%,0,"EXCLUDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"parafina liquida laboratorio","[Busca] - Produtos Prioritários","Parafina Histológica",1,0,0.00,0.00%,0,"5","✅ ADICIONAR","Sinal positivo: "laboratorio""
"parafina patologia","[Busca] - Produtos Prioritários","Parafina Histológica",1,0,0.00,0.00%,0,"ADDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"paraplast plus","[Busca] - Produtos Prioritários","Parafina Histológica",1,0,0.00,0.00%,0,"EXCLUDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"acido sul","[Busca] - Produtos Secundários","Ácido Sulfúrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"acido sulfenico","[Busca] - Produtos Secundários","Ácido Sulfúrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"acido sulfurico 98","[Busca] - Produtos Secundários","Ácido Sulfúrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"acido sulfurico 98 comprar","[Busca] - Produtos Secundários","Ácido Sulfúrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"acido sulfurico comprar","[Busca] - Produtos Secundários","Ácido Sulfúrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"acido sulfurico concentrado","[Busca] - Produtos Secundários","Ácido Sulfúrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"acido sulfurico puro","[Busca] - Produtos Secundários","Ácido Sulfúrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"acido sulfurico venda","[Busca] - Produtos Secundários","Ácido Sulfúrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"acido sulfúrico 50","[Busca] - Produtos Secundários","Ácido Sulfúrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"acido sulfúrico concentrado","[Busca] - Produtos Secundários","Ácido Sulfúrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"acido sulfúrico venda","[Busca] - Produtos Secundários","Ácido Sulfúrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"basf chemistry","[Busca] - Produtos Secundários","Ácido Sulfúrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"cas7664 93 9","[Busca] - Produtos Secundários","Ácido Sulfúrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"como comprar acido sulfurico","[Busca] - Produtos Secundários","Ácido Sulfúrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"comprar ácido sulfúrico","[Busca] - Produtos Secundários","Ácido Sulfúrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"densidad del acido sulfurico al 98","[Busca] - Produtos Secundários","Ácido Sulfúrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"densidade acido sulfurico","[Busca] - Produtos Secundários","Ácido Sulfúrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"densidade do acido sulfúrico","[Busca] - Produtos Secundários","Ácido Sulfúrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"densidade do ácido sulfúrico 98","[Busca] - Produtos Secundários","Ácido Sulfúrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"densidade ácido sulfúrico 98","[Busca] - Produtos Secundários","Ácido Sulfúrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"empresa de acido sulfurico","[Busca] - Produtos Secundários","Ácido Sulfúrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"mm acido sulfúrico","[Busca] - Produtos Secundários","Ácido Sulfúrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"o ácido sulfúrico","[Busca] - Produtos Secundários","Ácido Sulfúrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"onde comprar acido sulfúrico","[Busca] - Produtos Secundários","Ácido Sulfúrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"onde comprar ácido sulfurico","[Busca] - Produtos Secundários","Ácido Sulfúrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"ph acido sulfurico 98","[Busca] - Produtos Secundários","Ácido Sulfúrico PA-ACS",1,0,0.00,0.00%,0,"EXCLUDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"preço do acido sulfurico","[Busca] - Produtos Secundários","Ácido Sulfúrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"valor acido sulfurico","[Busca] - Produtos Secundários","Ácido Sulfúrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"ácido sulfuroso","[Busca] - Produtos Secundários","Ácido Sulfúrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"ácido sulfúrico ph","[Busca] - Produtos Secundários","Ácido Sulfúrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"acido clorhidrico 37","[Busca] - Produtos Secundários","Ácido Clorídrico PA-ACS",1,0,0.00,0.00%,0,"EXCLUDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"acido cloridrico 10","[Busca] - Produtos Secundários","Ácido Clorídrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"acido cloridrico 4","[Busca] - Produtos Secundários","Ácido Clorídrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"acido cloridrico comprar","[Busca] - Produtos Secundários","Ácido Clorídrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"acido cloridrico p a","[Busca] - Produtos Secundários","Ácido Clorídrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"acido hidroclorico","[Busca] - Produtos Secundários","Ácido Clorídrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"acido hidrocloridrico","[Busca] - Produtos Secundários","Ácido Clorídrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"densidade do hcl 37","[Busca] - Produtos Secundários","Ácido Clorídrico PA-ACS",1,0,0.00,0.00%,0,"EXCLUDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"densidade do ácido cloridrico","[Busca] - Produtos Secundários","Ácido Clorídrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"densidade do ácido clorídrico 37","[Busca] - Produtos Secundários","Ácido Clorídrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"densidade hcl pa","[Busca] - Produtos Secundários","Ácido Clorídrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"fds hcl 37","[Busca] - Produtos Secundários","Ácido Clorídrico PA-ACS",1,1,3.80,100.00%,0,"EXCLUDED","⚠️ MONITORAR","Ambíguo — avaliar manualmente"
"ficha técnica hcl","[Busca] - Produtos Secundários","Ácido Clorídrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"fispq ácido clorídrico 37","[Busca] - Produtos Secundários","Ácido Clorídrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"hci quimica","[Busca] - Produtos Secundários","Ácido Clorídrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"hcl 1 m","[Busca] - Produtos Secundários","Ácido Clorídrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"hcl 10","[Busca] - Produtos Secundários","Ácido Clorídrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"hcl 33","[Busca] - Produtos Secundários","Ácido Clorídrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"hcl 37 densidade","[Busca] - Produtos Secundários","Ácido Clorídrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"hcl 37 sigma","[Busca] - Produtos Secundários","Ácido Clorídrico PA-ACS",1,0,0.00,0.00%,0,"EXCLUDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"hydrochloric acid fuming 37","[Busca] - Produtos Secundários","Ácido Clorídrico PA-ACS",1,0,0.00,0.00%,0,"EXCLUDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"o que é hcl na quimica","[Busca] - Produtos Secundários","Ácido Clorídrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"onde encontrar ácido clorídrico","[Busca] - Produtos Secundários","Ácido Clorídrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"para que serve acido cloridrico","[Busca] - Produtos Secundários","Ácido Clorídrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"ph acido cloridrico","[Busca] - Produtos Secundários","Ácido Clorídrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"ph do ácido clorídrico","[Busca] - Produtos Secundários","Ácido Clorídrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"ph ácido clorídrico","[Busca] - Produtos Secundários","Ácido Clorídrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"pureza hcl","[Busca] - Produtos Secundários","Ácido Clorídrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"reagentes","[Busca] - Produtos Secundários","Ácido Clorídrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"sigma aldrich merck","[Busca] - Produtos Secundários","Ácido Clorídrico PA-ACS",1,0,0.00,0.00%,0,"5","❌ NEGATIVAR","Contém "sigma aldrich""
"ácido clorídrico 32","[Busca] - Produtos Secundários","Ácido Clorídrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"ácido clorídrico 4","[Busca] - Produtos Secundários","Ácido Clorídrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"ácido clorídrico características","[Busca] - Produtos Secundários","Ácido Clorídrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"ácido clorídrico estrutura","[Busca] - Produtos Secundários","Ácido Clorídrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"ácido clorídrico hcl","[Busca] - Produtos Secundários","Ácido Clorídrico PA-ACS",1,1,3.18,100.00%,0,"5","⚠️ MONITORAR","Ambíguo — avaliar manualmente"
"ácido clorídrico venda","[Busca] - Produtos Secundários","Ácido Clorídrico PA-ACS",1,1,3.00,100.00%,0,"5","⚠️ MONITORAR","Ambíguo — avaliar manualmente"
"ácido muriático concentração","[Busca] - Produtos Secundários","Ácido Clorídrico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"methanol","[Busca] - Produtos Secundários","Álcool Metílico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"methanol p a","[Busca] - Produtos Secundários","Álcool Metílico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"álcool metílico","[Busca] - Produtos Secundários","Álcool Metílico PA-ACS",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"acetato de etila p a","[Busca] - Produtos Secundários","Acetato de Etila PA",1,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
